iter	Passed	Remaining
830	62779	12767
831	62850	12691
832	62923	12615
833	62999	12539
834	63071	12463
835	63144	12387
836	63216	12311
837	63289	12234
838	63365	12159
839	63439	12083
840	63510	12007
841	63583	11931
842	63661	11856
843	63737	11780
844	63817	11706
845	63894	11630
846	63968	11555
847	64040	11479
848	64126	11405
849	64202	11329
850	64278	11254
851	64354	11178
852	64428	11103
853	64503	11027
854	64576	10951
855	64650	10875
856	64726	10800
857	64801	10724
858	64876	10649
859	64949	10573
860	65021	10497
861	65102	10422
862	65185	10348
863	65269	10273
864	65357	10200
865	65439	10125
866	65512	10049
867	65587	9974
868	65665	9898
869	65745	9824
870	65824	9748
871	65908	9674
872	65990	9599
873	66068	9524
874	66146	9449
875	66227	9374
876	66304	9299
877	66377	9223
878	66450	9147
879	66524	9071
880	66597	8995
881	66672	8919
882	66750	8844
883	66822	8768
884	66898	8693
885	66977	8617
886	67054	8542
887	67126	8466
888	67198	8390
889	67273	8314
890	67345	8238
891	67418	8162
892	67490	8086
893	67562	8010
894	67637	7935
895	67712	7859
896	67787	7783
897	67861	7708
898	67934	7632
899	68007	7556
900	68078	7480
901	68150	7404
902	68223	7328
903	68296	7252
904	68369	7176
905	68441	7101
906	68514	7025
907	68587	6949
908	68657	6873
909	68729	6797
910	68802	6721
911	68873	6645
912	68946	6569
913	69018	6494
914	69094	6418
915	69170	6343
916	69248	6267
917	69325	6192
918	69400	6116
919	69478	6041
920	69560	5966
921	69638	5891
922	69715	5815
923	69789	5740
924	69863	5664
925	69937	5588
926	70012	5513
927	70087	5437
928	70162	5362
929	70239	5286
930	70316	5211
931	70391	5135
932	70470	5060
933	70544	4984
934	70620	4909
935	70697	4834
936	70772	4758
937	70849	4682
938	70923	4607
939	70995	4531
940	71069	4455
941	71142	4380
942	71215	4304
943	71288	4228
944	71360	4153
945	71433	4077
946	71507	4001
947	71578	3926
948	71650	3850
949	71723	3774
950	71795	3699
951	71867	3623
952	71939	3547
953	72012	3472
954	72086	3396
955	72160	3321
956	72235	3245
957	72308	3170
958	72382	3094
959	72456	3019
960	72528	2943
961	72600	2867
962	72672	2792
963	72746	2716
964	72820	2641
965	72895	2565
966	72966	2490
967	73040	2414
968	73113	2339
969	73185	2263
970	73258	2187
971	73329	2112
972	73400	2036
973	73474	1961
974	73548	1885
975	73623	1810
976	73694	1734
977	73767	1659
978	73839	1583
979	73912	1508
980	73985	1432
981	74056	1357
982	74129	1281
983	74200	1206
984	74272	1131
985	74342	1055
986	74415	980
987	74489	904
988	74562	829
989	74635	753
990	74712	678
991	74788	603
992	74864	527
993	74940	452
994	75012	376
995	75086	301
996	75160	226
997	75232	150
998	75306	75
999	75378	0
